Source,Target,Weight
but,verifybut,1

verifybut,in,1

in,this,1

this,case,1

case,we,1

we,arent,1

arent,following,1

following,either,1

either,piece,1

piece,of,1

of,advice,1

advice,how,1

how,can,1

can,we,1

we,trust,1

trust,a,1

a,man,1

man,like,1

like,the,1

the,ayatollah,1

ayatollah,khamenei,1

khamenei,just,1

just,a,1

a,month,1

month,before,1

before,we,1

we,approved,1

approved,the,1

the,treaty,1

treaty,he,1

he,reiterated,1

reiterated,that,1

that,his,1

his,country,1

country,was,1

was,pledged,1

pledged,to,1

to,destroy,1

destroy,and,1

and,eliminate,1

eliminate,israel,1

israel,our,1

our,most,1

most,important,1

important,ally,1

ally,and,1

and,longtime,1

longtime,partner,1

partner,in,1

in,preserving,1

preserving,some,1

some,semblance,1

semblance,of,1

of,stability,1

stability,in,1

in,the,1

the,region,1

region,and,1

and,as,1

as,for,1

for,verification,1

verification,we,1

we,dont,1

dont,even,1

even,know,1

know,what,1

what,side,1

side,deals,1

deals,the,1

the,international,1

international,atomic,1

atomic,energy,1

energy,agency,1

agency,has,1

has,struck,1

struck,with,1

with,iran,1

iran,or,1

or,if,1

if,we,1

we,do,1

do,know,1

know,they,1

they,havent,1

havent,been,1

been,made,1

made,public,1

thats,not,1

not,winningthats,1

winningthats,criminal,1

criminal,negligence,1

negligence,in,1

in,my,1

my,view,1

then,when,1

when,every,1

every,senate,1

senate,republican,1

republican,criticized,1

criticized,this,1

this,deal,1

deal,and,1

and,some,1

some,of,1

of,the,1

the,democrats,1

democrats,did,1

did,as,1

as,well,1

well,the,1

the,president,1

president,compared,1

compared,his,1

his,critics,1

critics,to,1

to,our,1

our,adversaries,1

in,other,1

other,words,1

words,he,1

he,sells,1

sells,out,1

out,his,1

his,friends,1

friends,and,1

and,allies,1

allies,and,1

and,then,1

then,defends,1

defends,his,1

his,treaty,1

treaty,by,1

by,comparing,1

comparing,his,1

his,critics,1

critics,to,1

to,our,1

our,enemies,1

thats,what,1

what,we,1

we,call,1

call,successful,1

successful,diplomacy,1

now,were,1

were,going,1

going,to,1

to,open,1

open,the,1

the,gates,1

gates,to,1

to,refugees,1

refugees,from,1

from,places,1

places,like,1

like,syria,1

syria,which,1

which,is,1

is,like,1

like,extending,1

extending,a,1

a,personal,1

personal,invitation,1

invitation,to,1

to,isis,1

isis,members,1

members,to,1

to,come,1

come,live,1

live,here,1

here,and,1

and,try,1

try,to,1

to,destroy,1

destroy,our,1

our,country,1

country,from,1

from,within,1

this,is,1

is,america,1

america,today,1

today,the,1

the,shining,1

shining,city,1

city,on,1

on,a,1

a,hill,1

hill,which,1

which,other,1

other,countries,1

countries,used,1

used,to,1

to,admire,1

admire,and,1

and,try,1

try,to,1

to,be,1

be,like,1

so,what,1

what,can,1

can,be,1

be,done,1

done,about,1

about,it,1

it,how,1

how,do,1

do,we,1

we,start,1

start,winning,1

winning,again,1

to,start,1

start,with,1

with,we,1

we,need,1

need,a,1

a,government,1

government,that,1

that,is,1

is,committed,1

committed,to,1

to,winning,1

winning,and,1

and,has,1

has,experience,1

experience,in,1

in,winning,1

winning,this,1

this,book,1

book,is,1

is,about,1

about,how,1

how,we,1

we,do,1

do,that,1

in,early,1

early,september,1

september,i,1

i,spoke,1

spoke,at,1

at,a,1

a,major,1

major,rally,1

rally,in,1

in,washington,1

washington,dc,1

dc,i,1

i,told,1

told,them,1

them,that,1

that,we,1

we,need,1

need,a,1

a,military,1

military,that,1

that,will,1

will,be,1

be,so,1

so,strong,1

strong,that,1

that,we,1

we,wont,1

wont,have,1

have,to,1

to,use,1

use,it,1

it,and,1

and,then,1

then,i,1

i,asked,1

asked,are,1

are,you,1

you,listening,1

listening,president,1

president,obama,1

almost,everyone,1

everyone,in,1

in,the,1

the,crowd,1

crowd,cheered,1

cheered,but,1

but,i,1

i,understand,1

understand,why,1

why,some,1

some,of,1

of,them,1

them,were,1

were,skeptical,1

skeptical,americans,1

americans,are,1

are,used,1

used,to,1

to,hearing,1

hearing,the,1

the,same,1

same,old,1

old,promises,1

promises,from,1

from,the,1

the,same,1

same,tired,1

tired,politicians,1

politicians,who,1

who,never,1

never,produce,1

produce,any,1

any,results,1

results,let,1

let,alone,1

alone,any,1

any,victories,1

victories,i,1

i,should,1

should,know,1

know,for,1

for,years,1

years,i,1

i,gave,1

gave,moneylots,1

moneylots,of,1

of,moneyto,1

moneyto,candidates,1

candidates,from,1

from,both,1

both,parties,1

parties,who,1

who,made,1

made,personal,1

personal,pleas,1

pleas,for,1

for,my,1

my,support,1

support,for,1

for,their,1

their,campaigns,1

campaigns,they,1

they,promised,1

promised,to,1

to,change,1

change,things,1

things,with,1

with,new,1

new,ideas,1

ideas,and,1

and,bring,1

bring,government,1

government,back,1

back,to,1

to,its,1

its,original,1

original,more,1

more,limited,1

limited,purpose,1

purpose,of,1

of,protecting,1

protecting,our,1

our,country,1

country,and,1

and,putting,1

putting,our,1

our,people,1

people,first,1

candidate,after,1

after,candidate,1

candidate,made,1

made,all,1

all,kinds,1

kinds,of,1

of,pledges,1

pledges,like,1

like,this,1

this,and,1

and,very,1

very,little,1

little,if,1

if,anything,1

anything,was,1

was,done,1

done,how,1

how,many,1

many,of,1

of,those,1

those,problems,1

problems,have,1

have,been,1

been,solved,1

solved,nothing,1

nothing,seemed,1

seemed,to,1

to,move,1

move,forward,1

forward,in,1

in,washington,1

look,at,1

at,congress,1

congress,which,1

which,has,1

has,an,1

an,understandably,1

understandably,negative,1

negative,reputation,1

reputation,among,1

among,americans,1

and,why,1

why,not,1

not,they,1

they,do,1

do,nothing,1

they,cant,1

cant,even,1

even,pass,1

pass,an,1

an,annual,1

annual,budget,1

budget,they,1

they,constantly,1

constantly,bicker,1

bicker,which,1

which,means,1

means,that,1

that,they,1

they,just,1

just,throw,1

throw,all,1

all,our,1

our,problems,1

problems,and,1

and,our,1

our,huge,1

huge,debt,1

debt,on,1

on,to,1

to,our,1

our,children,1

children,and,1

and,possibly,1

possibly,our,1

our,grandchildren,1

this,has,1

has,to,1

to,stop,1

finally,i,1

i,realized,1

realized,that,1

that,america,1

america,doesnt,1

doesnt,need,1

need,more,1

more,all,1

all,talk,1

talk,no,1

no,action,1

action,politicians,1

politicians,running,1

running,things,1

things,it,1

it,needs,1

needs,smart,1

smart,businesspeople,1

businesspeople,who,1

who,understand,1

understand,how,1

how,to,1

to,manage,1

manage,we,1

we,dont,1

dont,need,1

need,more,1

more,political,1

political,rhetoricwe,1

rhetoricwe,need,1

need,more,1

more,common,1

common,sense,1

sense,if,1

if,it,1

it,aint,1

aint,broke,1

broke,dont,1

dont,fix,1

fix,itbut,1

itbut,if,1

if,it,1

it,is,1

is,broke,1

broke,lets,1

lets,stop,1

stop,talking,1

talking,about,1

about,it,1

it,and,1

and,fix,1

fix,it,1

i,know,1

know,how,1

how,to,1

to,fix,1

fix,it,1

a,lot,1

lot,of,1

of,people,1

people,were,1

were,encouraging,1

encouraging,me,1

me,to,1

to,speak,1

speak,out,1

out,and,1

and,i,1

i,realized,1

realized,that,1

that,with,1

with,my,1

my,well,1

well,known,1

known,success,1

success,story,1

story,and,1

and,record,1

record,of,1

of,building,1

building,residential,1

residential,and,1

and,office,1

office,buildings,1

buildings,and,1

and,developing,1

developing,public,1

public,spacesall,1

spacesall,the,1

the,while,1

while,accumulating,1

accumulating,personal,1

personal,wealthi,1

wealthi,could,1

could,inspire,1

inspire,people,1

people,to,1

to,help,1

help,create,1

create,the,1

the,most,1

most,massive,1

massive,turnaround,1

turnaround,in,1

in,american,1

american,history,1

of,course,1

course,there,1

there,were,1

were,doubters,1

doubters,between,1

between,journalists,1

journalists,who,1

who,sell,1

sell,newspapers,1

newspapers,by,1

by,creating,1

creating,controversy,1

controversy,and,1

and,established,1

established,politicians,1

politicians,eager,1

eager,to,1

to,preserve,1

preserve,the,1

the,status,1

status,quo,1

quo,that,1

that,in,1

in,turn,1

turn,preserves,1

preserves,their,1

their,jobs,1

jobs,there,1

there,were,1

were,many,1

many,experts,1

experts,predicting,1

predicting,my,1

my,demise,1

demise,theyve,1

theyve,been,1

been,reading,1

reading,the,1

the,polls,1

theyve,been,1

been,listening,1

listening,to,1

to,all,1

all,the,1

the,lobbyists,1

lobbyists,and,1

and,special,1

special,interests,1

interests,saying,1

saying,trump,1

trump,is,1

is,a,1

a,threat,1

threat,to,1

to,our,1

our,well,1

well,being,1

theyve,even,1

even,been,1

been,saying,1

saying,i,1

i,was,1

was,a,1

a,bully,1

bully,or,1

or,that,1

that,i,1

i,was,1

was,prejudiced,1

prejudiced,or,1

or,that,1

that,i,1

i,hated,1

hated,women,1

women,or,1

or,hated,1

hated,hispanics,1

hispanics,some,1

some,of,1

of,them,1

them,even,1

even,saidand,1

saidand,this,1

this,is,1

is,the,1

the,cardinal,1

cardinal,sin,1

sin,in,1

in,politicsi,1

politicsi,was,1

was,willing,1

willing,to,1

to,take,1

take,on,1

on,even,1

even,the,1

the,richest,1

richest,people,1

people,in,1

in,america,1

america,with,1

with,all,1

all,their,1

their,tax,1

tax,benefits,1

i,have,1

have,proven,1

proven,everybody,1

everybody,wrong,1

suddenly,those,1

those,same,1

same,newspapers,1

newspapers,and,1

and,experts,1

experts,were,1

were,only,1

only,talking,1

talking,about,1

about,my,1

my,ideas,1

ideas,and,1

and,even,1

even,as,1

as,ive,1

ive,had,1

had,to,1

to,respond,1

respond,to,1

to,some,1

some,of,1

of,the,1

the,toughest,1

toughest,and,1

and,dumbest,1

dumbest,questions,1

questions,from,1

from,supposedly,1

supposedly,nonpartisan,1

nonpartisan,journalists,1

journalists,people,1

people,continue,1

continue,to,1

to,listen,1

listen,to,1

to,me,1

me,and,1

and,support,1

support,my,1

my,ideasand,1

ideasand,guess,1

guess,what,1

what,women,1

women,are,1

are,flocking,1

flocking,to,1

to,my,1

my,message,1

message,because,1

because,theyre,1

theyre,just,1

just,as,1

as,tired,1

tired,as,1

as,men,1

men,are,1

are,about,1

about,how,1

how,little,1

little,is,1

is,being,1

being,accomplished,1

accomplished,in,1

in,washington,1

likewise,hispanics,1

hispanics,are,1

are,climbing,1

climbing,on,1

on,board,1

board,because,1

because,theyve,1

theyve,heardfrom,1

heardfrom,hispanic,1

hispanic,employees,1

employees,whove,1

whove,actually,1

actually,worked,1

worked,for,1

for,me,1

me,and,1

and,know,1

know,me,1

me,as,1

as,a,1

a,boss,1

boss,and,1

and,leaderthat,1

leaderthat,donald,1

donald,trump,1

trump,builds,1

builds,businesses,1

donald,trump,1

trump,builds,1

builds,buildings,1

donald,trump,1

trump,develops,1

develops,magnificent,1

magnificent,golf,1

golf,courses,1

donald,trump,1

trump,makes,1

makes,investments,1

investments,that,1

that,create,1

create,jobs,1

and,donald,1

donald,trump,1

trump,creates,1

creates,jobs,1

jobs,for,1

for,legal,1

legal,immigrants,1

immigrants,and,1

and,all,1

all,americans,1

even,the,1

the,most,1

most,jaded,1

jaded,journalists,1

journalists,are,1

are,realizing,1

realizing,that,1

that,donald,1

donald,trump,1

trump,is,1

is,for,1

for,real,1

real,and,1

and,that,1

that,the,1

the,people,1

people,are,1

are,responding,1

responding,to,1

to,someone,1

someone,who,1

who,is,1

is,completely,1

completely,different,1

different,from,1

from,every,1

every,other,1

other,politician,1

no,one,1

one,is,1

is,paying,1

paying,me,1

me,to,1

to,say,1

say,these,1

these,things,1

things,i,1

i,am,1

am,paying,1

paying,my,1

my,own,1

own,way,1

way,and,1

and,im,1

im,not,1

not,beholden,1

beholden,to,1

to,any,1

any,special,1

special,interests,1

interests,and,1

and,lobbyists,1

im,not,1

not,playing,1

playing,by,1

by,the,1

the,usual,1

usual,status,1

status,quo,1

quo,rules,1

im,not,1

not,a,1

a,politician,1

politician,taking,1

taking,polls,1

polls,to,1

to,see,1

see,what,1

what,i,1

i,should,1

should,believe,1

believe,or,1

or,be,1

be,saying,1

i,am,1

am,telling,1

telling,it,1

it,like,1

like,it,1

it,is,1

is,and,1

and,going,1

going,to,1

to,the,1

the,heart,1

heart,of,1

of,what,1

what,i,1

i,think,1

think,will,1

will,make,1

make,america,1

america,great,1

great,again,1

im,not,1

not,a,1

a,diplomat,1

diplomat,who,1

who,wants,1

wants,everybody,1

everybody,else,1

else,to,1

to,be,1

be,happy,1

happy,im,1

im,a,1

a,practical,1

practical,businessman,1

businessman,who,1

who,has,1

has,learned,1

learned,that,1

that,when,1

when,you,1

you,believe,1

believe,in,1

in,something,1

something,you,1

you,never,1

never,stop,1

stop,you,1

you,never,1

never,quit,1

quit,and,1

and,if,1

if,you,1

you,get,1

get,knocked,1

knocked,down,1

down,you,1

you,climb,1

climb,right,1

right,back,1

back,up,1

up,and,1

and,keep,1

keep,fighting,1

fighting,until,1

until,you,1

you,win,1

win,thats,1

thats,been,1

been,my,1

my,strategy,1

strategy,all,1

all,my,1

my,life,1

life,and,1

and,ive,1

ive,been,1

been,very,1

very,successful,1

successful,following,1

following,it,1

winning,matters,1

matters,being,1

being,the,1

the,best,1

best,matters,1

im,going,1

going,to,1

to,keep,1

keep,fighting,1

fighting,for,1

for,our,1

our,country,1

country,until,1

until,our,1

our,country,1

country,is,1

is,great,1

great,again,1

too,many,1

many,people,1

people,think,1

think,the,1

the,american,1

american,dream,1

dream,is,1

is,dead,1

dead,but,1

but,we,1

we,can,1

can,bring,1

bring,it,1

it,back,1

back,bigger,1

bigger,better,1

better,and,1

and,stronger,1

stronger,than,1

than,ever,1

ever,before,1

before,but,1

but,we,1

we,must,1

must,start,1

start,now,1

we,need,1

need,to,1

to,ensure,1

ensure,america,1

america,starts,1

starts,winning,1

winning,once,1

once,again,1

our,unbiased,1

unbiased,political,1

political,media,1

for,a,1

a,long,1

long,time,1

time,ive,1

ive,been,1

been,the,1

the,man,1

man,the,1

the,media,1

media,loves,1

loves,to,1

to,hate,1

it,hasnt,1

hasnt,taken,1

taken,me,1

me,long,1

long,to,1

to,learn,1

learn,how,1

how,truly,1

truly,dishonest,1

dishonest,the,1

the,political,1

political,media,1

media,can,1

can,be,1

be,at,1

at,the,1

the,first,1

first,republican,1

republican,debate,1

debate,fox,1

fox,journalist,1
